Datum;Auftrag #;Transaktionen;Symbol;Name;ISIN;Anzahl;Stückpreis;Kosten;Aufgelaufene Zinsen;Nettobetrag;Währung Nettobetrag;Nettobetrag in der Währung des Kontos;Saldo;Währung
24-09-2019 10:35:23;00000000;Vergütung;;;;1.0;2'500.00;0.00;0.00;2'500.00;CHF;2'500.00;2'716.00;CHF
20-09-2019 15:08:33;00000000;Dividende;NVDA;NVIDIA ORD;US67066G1040;1.0;3.04;0.92;0.00;2.12;USD;2.12;127.76;USD
19-09-2019 12:46:17;00000000;Dividende;VTI;VANGUARD TOTAL STOCK MARKET ET;US9229087690;1.0;53.20;15.96;0.00;37.24;USD;37.24;125.64;USD
17-09-2019 22:16:05;00000000;Fx-Gutschrift Comp.;;;;1.0;1'195.35;0.00;0.00;1'195.35;CHF;1'195.35;216.00;CHF
17-09-2019 22:16:05;00000000;Fx-Belastung Comp.;;;;1.0;1'215.24;0.00;0.00;-1'215.24;USD;-1'215.24;88.40;USD
17-09-2019 09:01:55;65358205;Kauf;VFEM;Vanguard EM ETF Dist;IE00B3VVMM84;22.0;56.28;13.70;0.00;-1'251.85;CHF;-1'251.85;-979.35;CHF
16-09-2019 20:23:45;65358182;Kauf;NET;CLOUDFLARE CL A ORD;US18915M1071;100.0;19.32;2.89;0.00;-1'934.89;USD;-1'934.89;1'303.64;USD
16-09-2019 20:23:44;65358182;Kauf;NET;CLOUDFLARE CL A ORD;US18915M1071;100.0;19.32;7.90;0.00;-1'939.90;USD;-1'939.90;3'238.53;USD
16-09-2019 20:23:44;65358182;Kauf;NET;CLOUDFLARE CL A ORD;US18915M1071;100.0;19.32;27.90;0.00;-1'959.90;USD;-1'959.90;5'178.43;USD
16-09-2019 20:22:51;65358167;Verkauf;INMD;INMODE ORD;IL0011595993;265.0;27.05;41.75;0.00;7'126.50;USD;7'126.50;7'138.33;USD
10-09-2019 14:11:50;00000000;Dividende;TLT;ISHARES 20 PLS YEAR TREASURY B;US4642874329;1.0;16.91;5.08;0.00;11.83;USD;11.83;11.83;USD
09-09-2019 13:31:25;00000000;Capital Gain;SMMCHA;UBSETF SMIM CHF DIS;CH0111762537;1.0;27.72;0.00;0.00;27.72;CHF;27.72;272.50;CHF
09-09-2019 11:37:07;00000000;Dividende;SMMCHA;UBSETF SMIM CHF DIS;CH0111762537;1.0;44.28;15.50;0.00;28.78;CHF;28.78;244.78;CHF
04-09-2019 22:16:16;00000000;Fx-Gutschrift Comp.;;;;1.0;4.31;0.00;0.00;4.31;CHF;4.31;216.00;CHF
04-09-2019 22:16:16;00000000;Fx-Belastung Comp.;;;;1.0;4.02;0.00;0.00;-4.02;EUR;-4.02;50.30;EUR
04-09-2019 22:16:16;00000000;Fx-Gutschrift Comp.;;;;1.0;3'094.69;0.00;0.00;3'094.69;CHF;3'094.69;211.69;CHF
04-09-2019 22:16:16;00000000;Fx-Belastung Comp.;;;;1.0;3'185.45;0.00;0.00;-3'185.45;USD;-3'185.45;0.00;USD
04-09-2019 16:14:21;65176012;Kauf;XMCH;X MSCI CHINA;LU0514695690;193.0;16.492;16.60;0.00;-3'199.55;CHF;-3'199.55;-2'883.00;CHF
04-09-2019 15:30:04;65172749;Verkauf;NVDA;NVIDIA ORD;US67066G1040;19.0;166.61;34.82;0.00;3'130.77;USD;3'130.77;3'185.45;USD
04-09-2019 11:30:30;00000000;Forex-Gutschrift;;;;1.0;2'190.94;0.00;0.00;2'190.94;EUR;2'190.94;54.32;EUR
04-09-2019 11:30:30;00000000;Forex-Belastung;;;;1.0;2'400.00;0.00;0.00;-2'400.00;CHF;-2'400.00;316.55;CHF
04-09-2019 11:29:23;65170809;Kauf;XDJP;X NIKKEI 225 ETF;LU0839027447;115.0;18.30;37.13;0.00;-2'141.63;EUR;-2'141.63;-2'136.62;EUR
30-08-2019 07:50:30;00000000;Vergütung;;;;1.0;2'500.00;0.00;0.00;2'500.00;CHF;2'500.00;2'716.55;CHF
21-08-2019 16:27:13;00000000;Forex-Gutschrift;;;;1.0;5'493.54;0.00;0.00;5'493.54;USD;5'493.54;54.68;USD
21-08-2019 16:27:13;00000000;Forex-Belastung;;;;1.0;5'439.00;0.00;0.00;-5'439.00;CHF;-5'439.00;216.55;CHF
21-08-2019 16:26:19;64994414;Kauf;INMD;INMODE ORD;IL0011595993;230.0;23.58;38.99;0.00;-5'462.39;USD;-5'462.39;-5'438.86;USD
21-08-2019 16:25:08;64994374;Verkauf;ROG;ROCHE GS;CH0012032048;20.0;273.80;36.45;0.00;5'439.55;CHF;5'439.55;5'655.55;CHF
16-08-2019 19:54:21;64944223;Kauf;INMD;INMODE ORD;IL0011595993;35.0;19.40;26.87;0.00;-705.87;USD;-705.87;23.53;USD
16-08-2019 18:44:17;64943771;Verkauf;BLUE;BLUEBIRD BIO ORD;US09609G1004;6.0;119.51;26.09;0.00;690.97;USD;690.97;729.40;USD
15-08-2019 14:10:40;00000000;Dividende;AAPL;APPLE ORD;US0378331005;1.0;37.73;11.32;0.00;26.41;USD;26.41;38.43;USD
07-08-2019 13:16:12;00000000;Dividende;TLT;ISHARES 20 PLS YEAR TREASURY B;US4642874329;1.0;17.16;5.14;0.00;12.02;USD;12.02;12.02;USD
06-08-2019 22:16:12;00000000;Fx-Gutschrift Comp.;;;;1.0;9.12;0.00;0.00;9.12;USD;9.12;0.00;USD
06-08-2019 22:16:12;00000000;Fx-Belastung Comp.;;;;1.0;8.22;0.00;0.00;-8.22;EUR;-8.22;5.01;EUR
06-08-2019 22:16:12;00000000;Fx-Gutschrift Comp.;;;;1.0;35.84;0.00;0.00;35.84;USD;35.84;-9.12;USD
06-08-2019 22:16:12;00000000;Fx-Belastung Comp.;;;;1.0;35.33;0.00;0.00;-35.33;CHF;-35.33;216.00;CHF
06-08-2019 20:01:15;00000000;Forex-Gutschrift;;;;1.0;2'535.03;0.00;0.00;2'535.03;USD;2'535.03;-44.96;USD
06-08-2019 20:01:15;00000000;Forex-Belastung;;;;1.0;2'500.00;0.00;0.00;-2'500.00;CHF;-2'500.00;251.33;CHF
06-08-2019 20:00:20;64746785;Kauf;AAPL;APPLE ORD;US0378331005;13.0;196.4599;34.68;0.00;-2'588.66;USD;-2'588.66;-2'579.99;USD
31-07-2019 04:00:31;00000000;Vergütung;;;;1.0;2'500.00;0.00;0.00;2'500.00;CHF;2'500.00;2'751.33;CHF
10-07-2019 15:00:22;00000000;Forex-Gutschrift;;;;1.0;48.99;0.00;0.00;48.99;CHF;48.99;251.33;CHF
10-07-2019 15:00:22;00000000;Forex-Belastung;;;;1.0;50.00;0.00;0.00;-50.00;USD;-50.00;8.67;USD
10-07-2019 15:00:11;00000000;Forex-Gutschrift;;;;1.0;187.39;0.00;0.00;187.39;CHF;187.39;202.34;CHF
10-07-2019 15:00:11;00000000;Forex-Belastung;;;;1.0;170.00;0.00;0.00;-170.00;EUR;-170.00;13.23;EUR
10-07-2019 14:59:40;64349216;Kauf;VFEM;Vanguard EM ETF Dist;IE00B3VVMM84;12.0;57.61;12.90;0.00;-704.20;CHF;-704.20;14.95;CHF
10-07-2019 13:30:45;00000000;Dividende;VWRL;Vanguard All World ETF Dist;IE00B3RBWM25;1.0;35.59;0.00;0.00;35.59;USD;35.59;58.67;USD
10-07-2019 12:51:01;00000000;Dividende;VFEM;Vanguard EM ETF Dist;IE00B3VVMM84;1.0;16.64;0.00;0.00;16.64;USD;16.64;23.08;USD
10-07-2019 09:02:05;64337145;Verkauf;PAL;PANTAFLIX ORD;DE000A12UPJ7;70.0;3.00;26.77;0.00;183.23;EUR;183.23;183.23;EUR
09-07-2019 03:40:18;00000000;Vergütung;;;;1.0;500.00;0.00;0.00;500.00;CHF;500.00;719.15;CHF
08-07-2019 22:16:14;00000000;Fx-Gutschrift Comp.;;;;1.0;5.80;0.00;0.00;5.80;EUR;5.80;0.00;EUR
08-07-2019 22:16:14;00000000;Fx-Belastung Comp.;;;;1.0;6.56;0.00;0.00;-6.56;USD;-6.56;6.44;USD
08-07-2019 16:18:04;00000000;Dividende;TLT;ISHARES 20 PLS YEAR TREASURY B;US4642874329;1.0;16.91;5.08;0.00;11.83;USD;11.83;13.00;USD
08-07-2019 12:50:00;00000000;Forex-Gutschrift;;;;1.0;70.64;0.00;0.00;70.64;EUR;70.64;-5.80;EUR
08-07-2019 12:50:00;00000000;Forex-Belastung;;;;1.0;80.00;0.00;0.00;-80.00;USD;-80.00;1.17;USD
08-07-2019 12:49:44;00000000;Forex-Gutschrift;;;;1.0;169.14;0.00;0.00;169.14;EUR;169.14;-76.44;EUR
08-07-2019 12:49:44;00000000;Forex-Belastung;;;;1.0;190.00;0.00;0.00;-190.00;CHF;-190.00;219.15;CHF
08-07-2019 12:48:40;64299414;Kauf;PAL;PANTAFLIX ORD;DE000A12UPJ7;70.0;3.105;28.23;0.00;-245.58;EUR;-245.58;-245.58;EUR
03-07-2019 13:58:50;64255278;Kauf;AUUSI;UBSETF GOLD USD DIS;CH0106027193;21.0;136.08;14.00;0.00;-2'871.70;CHF;-2'871.70;409.15;CHF
03-07-2019 00:50:18;00000000;Vergütung;;;;1.0;3'000.00;0.00;0.00;3'000.00;CHF;3'000.00;3'280.85;CHF
28-06-2019 14:09:03;00000000;Depotgebühren;;;;1.0;17.11;1.32;0.00;-18.43;CHF;-18.43;280.85;CHF
24-06-2019 18:12:31;00000000;Dividende;NVDA;NVIDIA ORD;US67066G1040;1.0;3.04;0.92;0.00;2.12;USD;2.12;81.17;USD
21-06-2019 06:17:08;00000000;Dividende;VTI;VANGUARD TOTAL STOCK MARKET ET;US9229087690;1.0;41.59;12.48;0.00;29.11;USD;29.11;79.05;USD
07-06-2019 12:08:46;00000000;Dividende;TLT;ISHARES 20 PLS YEAR TREASURY B;US4642874329;1.0;17.52;5.26;0.00;12.26;USD;12.26;49.94;USD
17-05-2019 11:28:25;00000000;Dividende;AAPL;APPLE ORD;US0378331005;1.0;27.72;8.32;0.00;19.40;USD;19.40;37.68;USD
15-05-2019 19:43:09;00000000;Forex-Gutschrift;;;;1.0;785.39;0.00;0.00;785.39;USD;785.39;18.28;USD
15-05-2019 19:43:09;00000000;Forex-Belastung;;;;1.0;800.00;0.00;0.00;-800.00;CHF;-800.00;299.28;CHF
15-05-2019 15:30:10;63531311;Kauf;BLUE;BLUEBIRD BIO ORD;US09609G1004;6.0;123.50;26.11;0.00;-767.11;USD;-767.11;-767.11;USD
14-05-2019 22:16:28;00000000;Fx-Gutschrift Comp.;;;;1.0;1'864.88;0.00;0.00;1'864.88;USD;1'864.88;0.00;USD
14-05-2019 22:16:28;00000000;Fx-Belastung Comp.;;;;1.0;1'899.56;0.00;0.00;-1'899.56;CHF;-1'899.56;1'099.28;CHF
14-05-2019 15:30:13;63513481;Kauf;TLT;ISHARES 20 PLS YEAR TREASURY B;US4642874329;15.0;125.51;28.67;0.00;-1'911.32;USD;-1'911.32;-1'864.88;USD
13-05-2019 09:39:45;63479562;Verkauf;SRAIL;STADLER RAIL N;CH0002178181;1.0;41.88;11.40;0.00;30.50;CHF;30.50;2'998.84;CHF
13-05-2019 09:01:46;63475643;Kauf;AUUSI;UBSETF GOLD USD DIS;CH0106027193;6.0;126.24;12.40;0.00;-769.85;CHF;-769.85;2'968.34;CHF
08-05-2019 09:10:30;00000000;Vergütung;;;;1.0;3'500.00;0.00;0.00;3'500.00;CHF;3'500.00;3'738.19;CHF
07-05-2019 10:46:32;00000000;Dividende;TLT;ISHARES 20 PLS YEAR TREASURY B;US4642874329;1.0;12.95;3.88;0.00;9.07;USD;9.07;46.44;USD
12-04-2019 09:11:05;63056815;Kauf;SRAIL;STADLER RAIL N;CH0002178181;1.0;41.385;10.90;0.00;-52.30;CHF;-52.30;238.19;CHF
10-04-2019 17:23:38;00000000;Dividende;VWRL;Vanguard All World ETF Dist;IE00B3RBWM25;1.0;21.55;0.00;0.00;21.55;USD;21.55;37.37;USD
10-04-2019 16:00:09;00000000;Dividende;VFEM;Vanguard EM ETF Dist;IE00B3VVMM84;1.0;5.43;0.00;0.00;5.43;USD;5.43;15.82;USD
05-04-2019 14:17:25;00000000;Dividende;TLT;ISHARES 20 PLS YEAR TREASURY B;US4642874329;1.0;13.91;4.18;0.00;9.73;USD;9.73;10.39;USD
01-04-2019 12:48:13;00000000;Forex-Gutschrift;;;;1.0;90.65;0.00;0.00;90.65;CHF;90.65;290.49;CHF
01-04-2019 12:48:13;00000000;Forex-Belastung;;;;1.0;92.00;0.00;0.00;-92.00;USD;-92.00;0.66;USD
01-04-2019 11:47:20;00000000;Depotgebühren;;;;1.0;15.00;1.16;0.00;-16.16;CHF;-16.16;199.84;CHF
28-03-2019 13:26:46;00000000;Dividende;VTI;VANGUARD TOTAL STOCK MARKET ET;US9229087690;1.0;58.67;17.60;0.00;41.07;USD;41.07;92.66;USD
22-03-2019 10:53:08;00000000;Dividende;NVDA;NVIDIA ORD;US67066G1040;1.0;3.04;0.92;0.00;2.12;USD;2.12;51.59;USD
19-03-2019 22:16:01;00000000;Fx-Gutschrift Comp.;;;;1.0;4.35;0.00;0.00;4.35;CHF;4.35;216.00;CHF
19-03-2019 22:16:01;00000000;Fx-Belastung Comp.;;;;1.0;4.39;0.00;0.00;-4.39;USD;-4.39;49.47;USD
19-03-2019 10:42:16;62686398;Kauf;SMMCHA;UBSETF SMIM CHF DIS;CH0111762537;4.0;247.20;12.60;0.00;-1'001.40;CHF;-1'001.40;211.65;CHF
19-03-2019 10:24:22;62685879;Kauf;SMMCHA;UBSETF SMIM CHF DIS;CH0111762537;8.0;247.20;13.35;0.00;-1'990.95;CHF;-1'990.95;1'213.05;CHF
19-03-2019 00:00:27;00000000;Vergütung;;;;1.0;2'988.00;0.00;0.00;2'988.00;CHF;2'988.00;3'204.00;CHF
13-03-2019 22:15:55;00000000;Forex-Gutschrift;;;;1.0;28.30;0.00;0.00;28.30;CHF;28.30;216.00;CHF
13-03-2019 22:15:55;00000000;Forex-Belastung;;;;1.0;28.47;0.00;0.00;-28.47;USD;-28.47;53.86;USD
13-03-2019 10:21:08;62589468;Kauf;VFEM;Vanguard EM ETF Dist;IE00B3VVMM84;35.0;57.58;13.00;0.00;-2'028.30;CHF;-2'028.30;187.70;CHF
13-03-2019 00:50:15;00000000;Vergütung;;;;1.0;2'000.00;0.00;0.00;2'000.00;CHF;2'000.00;2'216.00;CHF
12-03-2019 22:16:04;00000000;Forex-Gutschrift;;;;1.0;46.38;0.00;0.00;46.38;CHF;46.38;216.00;CHF
12-03-2019 22:16:04;00000000;Forex-Belastung;;;;1.0;46.46;0.00;0.00;-46.46;USD;-46.46;82.33;USD
12-03-2019 10:19:55;62574593;Kauf;AUUSI;UBSETF GOLD USD DIS;CH0106027193;5.0;127.36;3.35;0.00;-640.15;CHF;-640.15;169.62;CHF
07-03-2019 12:48:20;00000000;Dividende;ROG;ROCHE GS;CH0012032048;1.0;913.50;319.73;0.00;593.77;CHF;593.77;809.77;CHF
07-03-2019 10:46:47;00000000;Dividende;TLT;ISHARES 20 PLS YEAR TREASURY B;US4642874329;1.0;12.66;3.80;0.00;8.86;USD;8.86;128.79;USD
04-03-2019 22:16:00;00000000;Forex-Gutschrift;;;;1.0;1'227.15;0.00;0.00;1'227.15;CHF;1'227.15;216.00;CHF
04-03-2019 22:16:00;00000000;Forex-Belastung;;;;1.0;1'240.36;0.00;0.00;-1'240.36;USD;-1'240.36;119.93;USD
04-03-2019 15:34:21;62472723;Kauf;AUUSI;UBSETF GOLD USD DIS;CH0106027193;10.0;125.38;3.80;0.00;-1'257.60;CHF;-1'257.60;-1'011.15;CHF
25-02-2019 17:18:34;62374937;Verkauf;KNDI;KANDI TECHNOLOGIES GROUP ORD;US4837091010;160.0;8.52;2.91;0.00;1'360.29;USD;1'360.29;1'360.29;USD
20-02-2019 22:15:54;00000000;Forex-Gutschrift;;;;1.0;1'385.32;0.00;0.00;1'385.32;USD;1'385.32;0.00;USD
20-02-2019 22:15:54;00000000;Forex-Belastung;;;;1.0;1'399.79;0.00;0.00;-1'399.79;CHF;-1'399.79;246.45;CHF
20-02-2019 18:58:52;62320957;Kauf;KNDI;KANDI TECHNOLOGIES GROUP ORD;US4837091010;160.0;8.64;2.92;0.00;-1'385.32;USD;-1'385.32;-1'385.32;USD
15-02-2019 22:15:55;00000000;Forex-Gutschrift;;;;1.0;2'981.81;0.00;0.00;2'981.81;USD;2'981.81;0.00;USD
15-02-2019 22:15:55;00000000;Forex-Belastung;;;;1.0;3'025.00;0.00;0.00;-3'025.00;CHF;-3'025.00;1'646.24;CHF
15-02-2019 18:58:03;62261136;Kauf;NVDA;NVIDIA ORD;US67066G1040;19.0;158.13;5.36;0.00;-3'009.83;USD;-3'009.83;-2'981.81;USD
14-02-2019 14:43:23;00000000;Dividende;AAPL;APPLE ORD;US0378331005;1.0;26.28;7.88;0.00;18.40;USD;18.40;28.02;USD
08-02-2019 12:32:44;62149520;Kauf;VWRL;Vanguard All World ETF Dist;IE00B3RBWM25;55.0;80.73;18.65;0.00;-4'458.80;CHF;-4'458.80;4'671.24;CHF
08-02-2019 07:40:36;00000000;Vergütung;;;;1.0;4'410.27;0.00;0.00;4'410.27;CHF;4'410.27;9'130.04;CHF
08-02-2019 07:40:35;00000000;Vergütung;;;;1.0;4'500.00;0.00;0.00;4'500.00;CHF;4'500.00;4'719.77;CHF
07-02-2019 10:32:08;00000000;Dividende;TLT;ISHARES 20 PLS YEAR TREASURY B;US4642874329;1.0;13.74;4.12;0.00;9.62;USD;9.62;9.62;USD
25-01-2019 21:15:58;00000000;Forex-Gutschrift;;;;1.0;7'680.17;0.00;0.00;7'680.17;USD;7'680.17;0.00;USD
25-01-2019 21:15:58;00000000;Forex-Belastung;;;;1.0;7'701.41;0.00;0.00;-7'701.41;CHF;-7'701.41;219.77;CHF
25-01-2019 16:29:37;61961880;Kauf;AAPL;APPLE ORD;US0378331005;11.0;156.76;27.59;0.00;-1'751.95;USD;-1'751.95;-7'680.17;USD
25-01-2019 16:21:06;61961597;Kauf;TLT;ISHARES 20 PLS YEAR TREASURY B;US4642874329;50.0;120.44;39.88;0.00;-6'061.88;USD;-6'061.88;-5'928.22;USD
25-01-2019 09:00:22;61947875;Verkauf;ROG;ROCHE GS;CH0012032048;30.0;257.65;38.25;0.00;7'691.25;CHF;7'691.25;7'921.18;CHF
04-01-2019 19:17:58;61668852;Kauf;VTI;VANGUARD TOTAL STOCK MARKET ET;US9229087690;49.0;129.12;39.49;0.00;-6'366.37;USD;-6'366.37;133.66;USD
04-01-2019 19:16:58;61668827;Verkauf;GOOG;ALPHABET CL C ORD;US02079K1079;6.0;1'065.6886;39.67;0.00;6'354.46;USD;6'354.46;6'500.03;USD
31-12-2018 11:43:43;00000000;Depotgebühren;;;;1.0;15.00;1.16;0.00;-16.16;CHF;-16.16;229.93;CHF
28-12-2018 16:28:42;61553734;Kauf;VTI;VANGUARD TOTAL STOCK MARKET ET;US9229087690;27.0;126.22;35.11;0.00;-3'443.05;USD;-3'443.05;145.57;USD
21-12-2018 11:42:13;00000000;Dividende;NVDA;NVIDIA ORD;US67066G1040;1.0;3.84;1.16;0.00;2.68;USD;2.68;3'588.62;USD
13-12-2018 15:30:09;61337000;Verkauf;NVDA;NVIDIA ORD;US67066G1040;24.0;150.53;35.47;0.00;3'577.25;USD;3'577.25;3'585.94;USD
15-11-2018 16:43:40;00000000;Dividende;AAPL;APPLE ORD;US0378331005;1.0;12.41;3.72;0.00;8.69;USD;8.69;8.69;USD
08-11-2018 21:15:51;00000000;Forex-Gutschrift;;;;1.0;1'706.29;0.00;0.00;1'706.29;USD;1'706.29;0.00;USD
08-11-2018 21:15:51;00000000;Forex-Belastung;;;;1.0;1'733.43;0.00;0.00;-1'733.43;CHF;-1'733.43;246.09;CHF
08-11-2018 15:30:21;60785009;Kauf;AAPL;APPLE ORD;US0378331005;8.0;209.74;28.37;0.00;-1'706.29;USD;-1'706.29;-1'706.29;USD
06-11-2018 09:01:56;60710888;Verkauf;ROG;ROCHE GS;CH0012032048;7.0;245.90;23.65;0.00;1'697.65;CHF;1'697.65;1'979.52;CHF
31-10-2018 21:16:01;00000000;Forex-Gutschrift;;;;1.0;2'546.81;0.00;0.00;2'546.81;USD;2'546.81;0.00;USD
31-10-2018 21:16:01;00000000;Forex-Belastung;;;;1.0;2'590.95;0.00;0.00;-2'590.95;CHF;-2'590.95;281.87;CHF
31-10-2018 15:47:29;60642233;Kauf;NVDA;NVIDIA ORD;US67066G1040;12.0;209.42;33.77;0.00;-2'546.81;USD;-2'546.81;-2'546.81;USD
31-10-2018 10:30:35;00000000;Vergütung;;;;1.0;2'500.00;0.00;0.00;2'500.00;CHF;2'500.00;2'872.82;CHF
04-10-2018 22:15:52;00000000;Forex-Gutschrift;;;;1.0;3'897.91;0.00;0.00;3'897.91;USD;3'897.91;0.00;USD
04-10-2018 22:15:52;00000000;Forex-Belastung;;;;1.0;3'901.23;0.00;0.00;-3'901.23;CHF;-3'901.23;372.82;CHF
04-10-2018 15:39:18;60154111;Kauf;AAPL;APPLE ORD;US0378331005;17.0;230.45;35.88;0.00;-3'953.53;USD;-3'953.53;-3'897.91;USD
04-10-2018 14:17:06;60154097;Verkauf;BABA;Alibaba Grp;US01609W1027;14.0;158.00;36.15;0.00;2'175.85;CHF;2'175.85;4'274.05;CHF
04-10-2018 13:54:06;60153709;Verkauf;SMMCHA;UBSETF SMIM CHF DIS;CH0111762537;7.0;260.80;13.20;0.00;1'812.40;CHF;1'812.40;2'098.20;CHF
28-09-2018 14:38:00;00000000;Depotgebühren;;;;1.0;15.00;1.16;0.00;-16.16;CHF;-16.16;285.80;CHF
21-09-2018 11:52:49;00000000;Dividende;NVDA;NVIDIA ORD;US67066G1040;1.0;1.80;0.54;0.00;1.26;USD;1.26;55.62;USD
05-09-2018 13:51:49;00000000;Dividende;SMMCHA;UBSETF SMIM CHF DIS;CH0111762537;1.0;23.10;8.09;0.00;15.01;CHF;15.01;301.96;CHF
05-09-2018 13:49:34;00000000;Capital Gain;SMMCHA;UBSETF SMIM CHF DIS;CH0111762537;1.0;12.39;0.00;0.00;12.39;CHF;12.39;286.95;CHF
31-07-2018 15:58:39;59262365;Kauf;SMMCHA;UBSETF SMIM CHF DIS;CH0111762537;2.0;275.55;12.25;0.00;-563.35;CHF;-563.35;274.56;CHF
31-07-2018 05:55:33;00000000;Vergütung;;;;1.0;500.00;0.00;0.00;500.00;CHF;500.00;837.91;CHF
09-07-2018 14:22:43;58910361;Kauf;SMMCHA;UBSETF SMIM CHF DIS;CH0111762537;5.0;269.55;12.85;0.00;-1'360.60;CHF;-1'360.60;337.91;CHF
09-07-2018 14:11:58;58910252;Verkauf;ACWI;SPDR MSCI ACWI;IE00B44Z5B48;8.0;127.88;24.40;0.00;998.65;CHF;998.65;1'698.51;CHF
29-06-2018 16:41:00;00000000;Depotgebühren;;;;1.0;15.00;1.16;0.00;-16.16;CHF;-16.16;699.86;CHF
29-06-2018 07:15:39;00000000;Vergütung;;;;1.0;500.00;0.00;0.00;500.00;CHF;500.00;716.02;CHF
15-06-2018 11:47:20;00000000;Dividende;NVDA;NVIDIA ORD;US67066G1040;1.0;1.80;0.54;0.00;1.26;USD;1.26;54.36;USD
14-06-2018 08:55:20;58595709;Titeleingang;ROG;ROCHE GS;CH0012032048;142.0;209.50;0.00;0.00;-;CHF;-;0.00;CHF
01-06-2018 22:15:55;58399915;Fx-Belastung Comp.;;;;1.0;35.71;0.00;0.00;-35.71;USD;-35.71;53.10;USD
01-06-2018 22:15:55;58399915;Fx-Gutschrift Comp.;;;;1.0;34.95;0.00;0.00;34.95;CHF;34.95;216.02;CHF
01-06-2018 16:30:50;58395429;Kauf;ACWI;SPDR MSCI ACWI;IE00B44Z5B48;4.0;127.84;23.60;0.00;-534.95;CHF;-534.95;181.07;CHF
31-05-2018 08:36:36;00000000;Vergütung;;;;1.0;500.00;0.00;0.00;500.00;CHF;500.00;716.02;CHF
15-05-2018 22:16:31;58164550;Fx-Belastung Comp.;;;;1.0;509.36;0.00;0.00;-509.36;USD;-509.36;88.81;USD
15-05-2018 22:16:31;58164550;Fx-Gutschrift Comp.;;;;1.0;505.40;0.00;0.00;505.40;CHF;505.40;216.02;CHF
15-05-2018 09:07:03;58119232;Kauf;ACWI;SPDR MSCI ACWI;IE00B44Z5B48;4.0;130.62;23.65;0.00;-546.15;CHF;-546.15;-289.38;CHF
11-05-2018 18:36:48;58119217;Verkauf;OBSV;OBSEVA ORD;CH0346177709;50.0;12.49;26.33;0.00;598.17;USD;598.17;598.17;USD
08-05-2018 22:16:18;58059466;Fx-Belastung Comp.;;;;1.0;514.12;0.00;0.00;-514.12;CHF;-514.12;256.77;CHF
08-05-2018 22:16:18;58059466;Fx-Gutschrift Comp.;;;;1.0;508.33;0.00;0.00;508.33;USD;508.33;0.00;USD
08-05-2018 21:37:31;58058743;Kauf;OBSV;OBSEVA ORD;CH0346177709;50.0;12.75;26.33;0.00;-663.83;USD;-663.83;-508.33;USD
30-04-2018 09:20:46;00000000;Vergütung;;;;1.0;500.00;0.00;0.00;500.00;CHF;500.00;770.89;CHF
10-04-2018 09:04:24;57644892;Kauf;BABA;Alibaba Grp;US01609W1027;14.0;166.00;36.35;0.00;-2'360.35;CHF;-2'360.35;270.89;CHF
02-04-2018 09:42:29;00000000;Depotgebühren;;;;1.0;15.00;1.16;0.00;-16.16;CHF;-16.16;2'631.24;CHF
29-03-2018 04:35:46;00000000;Vergütung;;;;1.0;500.00;0.00;0.00;500.00;CHF;500.00;2'647.40;CHF
16-03-2018 12:34:53;00000000;Dividende;NVDA;NVIDIA ORD;US67066G1040;1.0;1.80;0.54;0.00;1.26;USD;1.26;155.50;USD
07-03-2018 09:01:48;57103700;Verkauf;VACN;VAT GROUP N;CH0311864901;8.0;150.40;0.90;0.00;1'202.30;CHF;1'202.30;2'147.40;CHF
07-03-2018 09:01:48;57103700;Verkauf;VACN;VAT GROUP N;CH0311864901;5.0;150.40;22.90;0.00;729.10;CHF;729.10;945.10;CHF
06-03-2018 22:16:30;57106960;Fx-Belastung Comp.;;;;1.0;1'660.59;0.00;0.00;-1'660.59;USD;-1'660.59;154.24;USD
06-03-2018 22:16:30;57106960;Fx-Gutschrift Comp.;;;;1.0;1'547.15;0.00;0.00;1'547.15;CHF;1'547.15;216.00;CHF
06-03-2018 14:26:15;57098294;Kauf;VACN;VAT GROUP N;CH0311864901;13.0;152.20;23.85;0.00;-2'002.45;CHF;-2'002.45;-1'331.15;CHF
28-02-2018 19:01:20;57003223;Verkauf;OBSV;OBSEVA ORD;CH0346177709;130.0;14.17;27.27;0.00;1'814.83;USD;1'814.83;1'814.83;USD
27-02-2018 22:16:36;56976862;Fx-Belastung Comp.;;;;1.0;1'527.21;0.00;0.00;-1'527.21;CHF;-1'527.21;671.30;CHF
27-02-2018 22:16:36;56976862;Fx-Gutschrift Comp.;;;;1.0;1'610.67;0.00;0.00;1'610.67;USD;1'610.67;0.00;USD
27-02-2018 16:42:55;56971481;Kauf;OBSV;OBSEVA ORD;CH0346177709;130.0;15.25;27.34;0.00;-2'009.84;USD;-2'009.84;-1'610.67;USD
22-02-2018 15:30:13;56889593;Verkauf;ACIU;AC IMMUNE SA ORD;CH0329023102;38.0;10.93;16.17;0.00;399.17;USD;399.17;399.17;USD
16-02-2018 22:16:12;56813003;Fx-Belastung Comp.;;;;1.0;4'810.07;0.00;0.00;-4'810.07;CHF;-4'810.07;2'198.51;CHF
16-02-2018 22:16:12;56813003;Fx-Gutschrift Comp.;;;;1.0;5'137.10;0.00;0.00;5'137.10;USD;5'137.10;0.00;USD
